Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,aaMin,aaMax,baMin,baMax,Usage,stability,oilQuantity,cohumulone,caryophyllene,humulene,myrcene,Aromas
Southern Promise,southern-promise,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a6ca08705d740f1335,false,false,Tue May 18 2021 10:36:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Southern Promise a été sélectionnée spécifiquement pour la région d'Afrique du Sud. Créée à partir de la Southern Brewer et d'un mâle sauvage slovène, elle a été mise au point dans le but de produire une variété qui se développerait bien dans les régions où l'ensoleillement est limité. Elle a une teneur assez élevée en acides alpha et une faible teneur en cohumulone, ce qui lui confère des qualités d'amertume brillantes et douces. Il est largement considéré comme un bon houblon à double usage avec une qualité boisée et terreuse agréable et discrète.",9.5,11.5,3.6,5.4,Double usage,Bonne : 70,,,9,25.5,22,floral; fruite; terreux
Southern Star,southern-star,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc71fb4eacc60d7215f2,false,false,Tue May 18 2021 13:09:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:47 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Commercialisée en 2001, la Southern Star a été développée en Afrique du Sud environ 10 ans après l'Outeniqua et la Southern Promise. Comme ses deux prédécesseurs, elle est également considérée comme une variété à jour neutre, ce qui signifie qu'elle peut être cultivée dans des endroits où la lumière du jour est réduite. Elle est principalement utilisée pour l'amertume, mais présente également une saveur épicée et piquante et un certain arôme.",12,15.5,4.8,5.2,Double usage,Bonne : 60,,,14.6,21.9,38.9,agrumes; epice; herbeux; abricot; fruite; pamplemousse; gingembre; persil
Sovereign,sovereign,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc710e7e92ffa68f72dd,false,false,Tue May 18 2021 13:09:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:48 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Petite-fille de Pioneer, Sovereign est une variété anglaise élevée au Wye College au milieu des années 1990. Commercialisée en 2006, Sovereign gagne en respect pour son profil aromatique complexe et délicat. Floral, herbeux et mentholé au nez, ses qualités d'amertume sont classiques et bien équilibrées. Il a également été rapporté qu'elle confère à une bière des aspects subtils de thé vert et de vanille. Fonctionne bien en conjonction avec les Goldings.",4.5,6.5,2.1,3.1,Amérisant,,0.6 - 1.0,,,,,herbeux; floral; fruite; menthole
Spalt,spalt,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc72e252b82b6616ee27,false,false,Tue May 18 2021 13:09:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Certainement l'une des plus anciennes variétés de houblon au monde, le houblon Splat remonte au 8e siècle et, au 16e siècle, il a été la première variété à recevoir le sceau allemand du houblon - un système de certification historiquement important, antérieur à l'actuelle loi allemande sur la provenance du houblon. Cultivé principalement dans la région de Spalt en Allemagne, il s'agit de l'une des premières variétés de houblon. À ne pas confondre avec son descendant, le Spalter Select, le Spalt présente des notes de terre et d'épices ainsi que des qualités aromatiques nobles et a été comparé au Tettnanger et au Saaz.  Elle n'est pas cultivée commercialement aux États-Unis en raison de son faible rendement, ce qui pose problème même dans son pays d'origine, l'Allemagne. Malgré cela, la variété est très demandée par les brasseurs et dépasse souvent l'offre.",2.5,5.5,3,5,Aromatique,,0.5 - 0.9,,10 - 15,18 - 18,15 - 25,floral; epice; herbeux; resineux; pin; terreux; gingembre
Spalter Select,spalter-select,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc723358d007b3776b28,false,false,Tue May 18 2021 13:09:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:49 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Lancé en 1993, le Spalter Select a été sélectionné à Hüll, en Allemagne, dans le but d'augmenter le potentiel de rendement et la résistance aux maladies et de servir de remplacement commercial au Spalt. Ces efforts ont été couronnés de succès. Résultat d'un croisement entre Spalt et Hallertau Mittelfrüher, Spalter Select conserve certaines des caractéristiques les plus fines de ces deux variétés et est considérée comme une version légèrement plus épicée de Spalt. Le géant de la brasserie Anheuser-Busch a remplacé la Spalt et la Tettnanger par la Spalter Select.",3,6.5,2.4,5,Aromatique,Bonne : 60,,,6 - 8,15 - 15,40 - 50,herbeux; epice
Star,star,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76f3c911f6df46a859e,false,false,Tue May 18 2021 12:47:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"À ne pas confondre avec la Southern Star, la Star est une ancienne variété belge de race terrestre, qui n'est plus cultivée commercialement. Elle a été largement abandonnée en raison de sa faible vigueur et de son faible rendement, mais on peut encore se la procurer en petites quantités pour le brassage domestique. Elle présente une excellente stabilité au stockage et dégage un arôme de type continental.",3,4,1.7,2.5,Aromatique,,,,,,,herbeux; epice; boise
Sterling,sterling,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc73dc6d0d530f0ce20a,false,false,Tue May 18 2021 13:09:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La Sterling a été sélectionnée avec succès pour surmonter la susceptibilité de la Saaz au mildiou. Développée pendant 8 ans à Corvallis, Oregon, elle a été commercialisée en 1998. La teneur en huile de la Sterling est plutôt inhabituelle, avec à la fois un taux très élevé de farnésène et un taux très faible de carophyllène. Cela crée un arôme délicatement épicé, citronné, avec un punch floral et herbacé. L'héritage de la Sterling est également complexe et résulte d'un mélange de Saaz, Cascade, Early Green, Brewer's Gold et d'une autre variété inconnue.",4,8,4,6,Double usage,Bonne : 65,1.0 - 2.0,,5 - 8,19 - 19,44 - 48,herbeux; epice; floral
Strisselspalter,strisselspalter,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc73dfd6b94c2ec2a85d,false,false,Tue May 18 2021 13:09:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:51 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Malgré un rendement relativement faible, le Crystal's en a fait un houblon assez populaire. Il est boisé, vert, floral et fruité, avec des notes herbacées et épicées de cannelle, de noix de muscade et de poivre noir. Extrêmement polyvalent, il est même utilisé pour ses qualités aromatiques notables dans les IPA et les Bitters, malgré sa faible teneur en acide alpha. Sélectionnée pour la première fois en 1983, elle possède une lignée intéressante dont les racines remontent à Hallertau, Cascade, Brewer's Gold et Early Green. Commercialement, elle est utilisée dans une grande variété de bières, de la Rogue Brutal Bitters à la Belgian Dip Chocolate Stout de Mountain Sun.",2,5,3,5.7,Aromatique,Bonne : 65,0.6 - 0.8,,8 - 10,15 - 15,,agrumes; herbeux; epice; floral; fruite
Styrian Dragon,styrian-dragon,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc73651f30ef737f01b4,false,true,Tue May 18 2021 13:09:07 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:11:38 GMT+0000 (Coordinated Universal Time),,"Le Styrian Golding ou Savinjski Golding, comme on l'appelle communément, est connu sous une multitude d'alias parfois déroutants. Le fait qu'elle ne provienne pas du tout d'une Golding est encore plus déroutant, car elle est plutôt le résultat de la sélection clonale de la Fuggle et, en tant que telle, elle présente de nombreuses caractéristiques semblables à la Fuggle. Elle était considérée comme une culture importante dans les années 1930, à la fois en Styrie, un État autrichien, et de l'autre côté de la rivière Savinja en Slovénie (ex-Yougoslavie). Sa longévité a été attribuée à sa résistance aux maladies, notamment au mildiou. C'est aujourd'hui un houblon de renommée mondiale et très demandé. Du point de vue du brasseur, le Styrian Golding est un houblon aromatique agréable et présente des saveurs résineuses et terreuses qui sont peut-être considérées comme légèrement plus raffinées que celles du Fuggle. Il a également été décrit comme conférant des arômes subtils de poivre blanc à un brassin.",6,11,7.5,8.5,Aromatique,,1.5 - 2.1,22 - 24,,12 - 17,58 - 63,citron; rose; pamplemousse
Styrian Golding,styrian-golding,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc74651f3040107f01b7,false,true,Tue May 18 2021 13:09:08 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:11:38 GMT+0000 (Coordinated Universal Time),,"Le Styrian Golding ou Savinjski Golding, comme on l'appelle communément, est connu sous une multitude d'alias parfois déroutants. Le fait qu'elle ne provienne pas du tout d'une Golding est encore plus déroutant, car elle est plutôt le résultat de la sélection clonale de la Fuggle et, en tant que telle, elle présente de nombreuses caractéristiques semblables à la Fuggle. Elle était considérée comme une culture importante dans les années 1930, à la fois en Styrie, un État autrichien, et de l'autre côté de la rivière Savinja en Slovénie (ex-Yougoslavie). Sa longévité a été attribuée à sa résistance aux maladies, notamment au mildiou. C'est aujourd'hui un houblon de renommée mondiale et très demandé. Du point de vue du brasseur, le Styrian Golding est un houblon aromatique agréable et présente des saveurs résineuses et terreuses qui sont peut-être considérées comme légèrement plus raffinées que celles du Fuggle. Il a également été décrit comme conférant des arômes subtils de poivre blanc à un brassin.",2.8,6,2,3.5,Aromatique,Bonne : 70,,28 - 35,9 - 11,34 - 34,27 - 33,herbeux; epice; floral
Summer™,summerE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76f20a3789c630ea40e,false,false,Tue May 18 2021 12:47:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Il n'est pas difficile de comprendre comment la variété de houblon australien, Summer, a obtenu son nom après avoir expérimenté ses sublimes et délicates notes d'abricot et de melon. D'autres ont même noté des éléments d'herbe, de pêche, de fruit de la passion et d'agrumes. Descendant du Saaz, Summer a été créé par Hop Products Australia en 1997. C'est un houblon aromatique à faible alpha qui peut être bien utilisé en fin d'ébullition. Il est cependant encore mieux adapté au houblonnage à sec et c'est dans cette capacité que son bouquet d'abricot et de melon brille vraiment. En tout cas, elle n'est pas aussi épicée que sa parente tchèque. La brasserie Malt Shovel a sorti son brassin Mad Brewers Garden di Paradisi en février 2014 avec un mélange de houblons doux et fruités qui comprenait la Summer.",5.6,6.4,4.8,6.1,Aromatique,,1.4 - 2.0,23 - 25,,,,abricot; peche; fruite; fruits-tropicaux; melon; fruit-a-noyau
Summit™,summitE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc749b9aa82b5b3faef5,false,false,Tue May 18 2021 13:09:08 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:13 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Développée en 1998 par l'American Dwarf Hop Association, une entreprise conjointe de sélection de houblon entre les propriétaires de Roy Farms, Wyckoff Farms et Green Acres Farms, Summit™ a été mise en circulation pour des essais de brassage en 2000. Elle a la particularité d'être la première variété semi-naine à être sélectionnée aux États-Unis et est actuellement la seule variété à faible treillis cultivée dans le pays. Son pedigree est résolument complexe, provenant d'une combinaison de houblons Nugget, Zeus et Lexus. Summit présente des arômes citriques de mandarine, de pamplemousse et d'orange, ainsi qu'une teneur impressionnante en alpha, ce qui lui confère un large éventail d'utilisations potentielles. Il est intéressant de noter qu'en dépit de la nature exclusive de la variété, l'ADHA n'impose aucune restriction quant à l'endroit où les producteurs qui détiennent une licence pour cette variété peuvent la vendre.",13,18,3.5,6.5,Amérisant,Excellente : 85,1.5 - 3.0,,10 - 15,15 - 15,30 - 50,agrumes; epice; terreux
Super Pride,super-pride,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc759b9aa872653faf4b,false,false,Tue May 18 2021 13:09:09 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Super Pride est la descendante de Pride of Ringwood et une descendante de Yeoman. Sélectionné pour la première fois au Rostrevor Breeding Garden dans l'État de Victoria en 1987 par Hop Products Australia, il a été mis sur le marché en 1995 et, depuis 2002, il est devenu une variété amère incontournable dans la production de bière commerciale en Australie. Bien qu'il soit principalement utilisé comme houblon amérisant, Super Pride possède un bouquet discret avec des éléments de résine, d'épices et d'agrumes. Il est le plus souvent utilisé dans les Lagers et les Imperial Pale Ales et est considéré comme plus doux que le Pride of Ringwood.",12.5,16.3,6,8,Amérisant,,3.4 - 4.0,32 - 32,5 - 8.4,1 - 1,19 - 34,floral; epice; resineux; chocolat; pain-depice; marjolaine
SuperGalena,supergalena,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76ea0033a94f302884c,false,false,Tue May 18 2021 12:47:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:26 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,13,16,8,10,Aromatique,,,,,,,epice; herbeux; fruite; fraise; prune; baie-de-genevrier
Sussex,sussex,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc753bc83c9180212fa5,false,false,Tue May 18 2021 13:09:09 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Sussex est une variété naine primée, découverte par Peter Cyster à Northiam, dans l'East Sussex, en 2005. Son utilisation en brasserie permet de découvrir un arôme puissant ainsi que de délicates saveurs tropicales et une grande rétention de la saveur. Elle est considérée comme très fruitée et son arôme unique lui a valu la troisième place dans la catégorie des haies de la British Hop Competition de l'Institute of Brewing and Distilling en 2012. Une analyse menée par Wye Hops Ltd. a conclu que son profil d'huile ne ressemble à celui d'aucune autre variété de houblon. Des essais de brassage ont toutefois comparé sa saveur délicate à celle du Fuggle. Bien qu'il soit classé comme étant plus utile en tant que variété de saveur et d'arôme, lorsqu'il est utilisé comme ajout précoce, il confère une amertume classique et bien équilibrée. La brasserie Harvey's a lancé son brassage Sussex Wild Hop en juillet 2013 avec Sussex comme houblon principal.",4.3,5.8,2.4,3.2,Aromatique,,,,,,,herbeux; menthole; terreux; vanille
Sybilla,sybilla,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76e9a4f612ada380241,false,false,Tue May 18 2021 12:47:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:27 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,6.5,8,3,5,Aromatique,,,,,,,
Sylva,sylva,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77020a378099a0ea421,false,false,Tue May 18 2021 12:47:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Cultivé par Hop Products Australia en Tasmanie en 1997, Sylva est un houblon aromatique australien au profil gustatif subtil et complexe. Progéniture du Saaz, ce sont ces racines qui lui permettent de s'adapter aux lagers et pilsners légères, en leur conférant un houblon de style bohème qui rappelle son parent tchèque. Certains ont décrit la Sylva comme étant résolument terreuse, avec des saveurs rappelant le bois fraîchement coupé et la forêt. Il est donc peut-être approprié que son nom soit défini en anglais comme ""a descriptive flora of forest trees"".",5.6,7.3,3,4.6,Aromatique,,,,,,,herbeux; citron; floral; terreux
Tahoma,tahoma,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc76ef44e6f5f51b0f91,false,false,Tue May 18 2021 13:09:10 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Commercialisée en 2013 par l'USDA et l'Université d'État de Washington, Tahoma est la fille de Glacier. Avec une teneur en alpha plus élevée que sa parente, Tahoma se caractérise par une très faible teneur en cohumulone, ce qui lui confère un arôme et une saveur subtils, mais charmants, d'agrumes de citron avec des nuances d'orange, de bois et d'épices.",6,7.5,7,8,Aromatique,Bonne : 75,,15 - 17,,,,agrumes; boise; epice; citron; pamplemousse; poivre; pin; cedre
Talus™,talusE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76fccac8132c617daa7,false,false,Tue May 18 2021 12:47:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:57 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Talus™ est le dernier né de la famille Yakima (aussi connu sous le nom de BRand HBC-692) ; il apporte des notes rares de pamplemousse rose, citron et roses séchées. Il a pour parent le Sabro™",8,9.5,8.3,10.2,Double usage,,2 - 2.7,34 - 39,9 - 13,16 - 21,40 - 50,citron; pamplemousse; fruits-tropicaux; pin; raisin; rose; sauge
Tardif de Bourgogne,tardif-de-bourgogne,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7755449ab1f78c19531,false,false,Tue May 18 2021 12:47:49 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:37 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Traduit en anglais, Tardif de Bourgogne signifie Late Burgundy. Semblable à Precoce de Bourgogne (Early Burgundy), c'est un houblon aromatique cultivé en petites quantités dans la région alsacienne de la France. Il est réputé pour son arôme doux de style européen et on pense qu'il est né de la sélection clonale d'une ancienne variété française. Malheureusement, la Tardif de Bourgogne est assez difficile à trouver sur le marché libre.",3,5,2.5,5,Aromatique,Bonne : 60,,,0.00 ,0.00,0.00,vanille
Target,target,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc768194f506f8dbbdb0,false,false,Tue May 18 2021 13:09:10 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La variété anglaise à double usage Target est sortie en 1992 et présente une lignée comprenant la Northern Brewer et la Eastwell Golding. Bien qu'elle soit assez proche, la cousine de Target, Challenger, est considérablement différente. La popularité de Target a connu des hauts et des bas au fil des ans, mais elle semble aujourd'hui être populaire auprès des brasseurs artisanaux, étant utilisée dans l'IPA de Green Man Ale à Asheville, en Caroline du Nord, et dans de nombreux brassins artisanaux anglais. Elle donne de bons résultats en Angleterre, mais souffre d'une mauvaise stabilité au stockage.",8,13,4.5,5.5,Double usage,Moyenne : 50,1.5 - 2.0,,8 - 10,17 - 17,45 - 55,agrumes; epice; poivre; amertume-b; sauge
Taurus,taurus,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77088cdff41b61c3ab4,false,false,Tue May 18 2021 12:47:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le Hallertau Taurus, d'origine allemande, présente un arôme puissant et terreux, avec des notes de chocolat et de banane, d'épices et de poivre, et se termine par une note piquante de curry. Elle a été commercialisée en 1995. Il est intéressant de noter qu'il a la plus forte teneur en xanthohumol de tous les houblons. Le xanthohumol est un puissant antioxydant, 200 fois plus puissant que les antioxydants présents dans le vin rouge. Utilisé dans la sélection de houblon de Paulaner pour leur bière Oktoberfest.",12,18,4,6,Double usage,Bonne : 65,,,,,,epice; poivre; banane; chocolat
Teamaker,teamaker,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc76060397dfebc4e5dc,false,false,Tue May 18 2021 13:09:10 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Développé pendant plusieurs décennies par l'USDA, le houblon Teamaker a été officiellement mis en circulation par l'ARS Forage, Seed and Cereal Research Unit à Corvallis, Oregon, à la fin des années 2000. Il s'agit d'une race unique à haute teneur en béta et faible teneur en alpha qui a laissé sa marque, non seulement dans l'industrie brassicole, mais aussi dans le monde de la médecine et de l'alimentation. Grâce à leurs fortes propriétés antibiotiques, elles sont utilisées dans les tisanes, comme antibiotique alternatif dans l'alimentation du bétail et comme inhibiteur bactérien dans le traitement du sucre. Comme leur nom l'indique, elles font également un délicieux thé glacé. Dans le brassage de la bière, le profil de saveur de la Teamaker est quelque peu similaire à celui de la Crystal, sauf qu'elle ne semble pas conférer d'amertume du tout. Attendez-vous à des arômes floraux et utilisez-les principalement comme ajout tardif.",0.6,1.8,5.4,13.2,Aromatique,Bonne : 60,,,,,,floral; the
Tettnanger,tettnanger,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc77dc6d0d02060ce7f4,false,false,Tue May 18 2021 13:09:11 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Cette variété a créé une grande confusion dans l'industrie. En fait, vous pouvez encore trouver des sites en ligne qui décrivent l'American Tettnanger comme une véritable Tettnanger. En réalité, il s'agit d'un clone de rhizomes importés en tant que Swiss Tettnanger. Des tests récents ont montré qu'il est génétiquement distinct de la race terrestre originale, le Tettnang Tettnanger. Le cépage américain est plus probablement un Fuggle à pollinisation ouverte avec du Tettnang Tettnanger. L'importation originale provenait d'une région de la Suisse située juste en face du lac de Constance, en face de Tettnang, en Allemagne. La Tettnanger américaine a connu très tôt une grande popularité, étant cultivée en Idaho, Washington et Oregon. Elle possède des qualités aromatiques de houblon noble avec un bouquet d'épices florales. Cependant, ces dernières années, Anheuser Busch a abandonné cette variété. On dit que le Tettnanger américain est un bon houblon pour l'ébullition ainsi que pour le houblonnage à sec, alors que la variété allemande originale est mieux utilisée comme ajout tardif.",2.5,6,3,5,Aromatique,Bonne : 60,0.4 - 1.8,24 - 24,6 - 13,18 - 18,15 - 25,herbeux; the-noir; epice; floral; poivre
Tomahawk®,tomahawkC2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc776c5f3c64a102df82,false,false,Tue May 18 2021 13:09:11 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"L'origine exacte du houblon Columbus est inconnue. Son homonyme a été créé en partie à la suite d'un conflit juridique entre Hopunion et Yakima Chief, lorsque les deux parties ont tenté de breveter le même houblon. La variété de Yakima Chief s'appelait Tomahawk®. Après qu'un accord ait été trouvé, les deux noms ont été enregistrés. Cependant, il s'agit techniquement du même houblon. Sélectionné à l'origine par Charles (Chuck) Zimmerman dans le cadre d'un programme de sélection de l'USDA dans les années 1970, le Columbus est parfois appelé CTZ (Columbus, Tomahawk® et Zues) bien qu'il soit génétiquement distinct du houblon Zues. Il se caractérise par un houblon percutant et un arôme profond et pensif avec des notes discrètes d'agrumes - parfait comme houblon à double usage. Couramment utilisé en fin d'ébullition et, lorsqu'il est frais, le Columbus a une saveur d'herbes avec un arrière-goût de citron et d'agrumes. Utilisable dans un certain nombre de styles, notamment les ales de style américain.",15,17,4.5,5,Double usage,Moyenne : 55,,30 - 35,0.00 ,0.00,0.00,agrumes; herbeux; citron; poivre; reglisse
Topaz™,topazE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc78c9f3da2a1426c007,false,false,Tue May 18 2021 13:09:12 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:40:57 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La variété polyvalente Topaz, née en Australie, présente des éléments d'épices semblables à du clou de girofle et un léger goût fruité semblable à celui du litchi. Samuel Adams l'utilise dans sa Tasman Red IPA. Lorsqu'elle est utilisée avec un houblon à forte teneur en agrumes (Samuel Adams a utilisé Galaxy®), elle donne une profondeur de saveur surprenante. Créé en 1985 par Hop Products Australia dans le jardin d'élevage de Rostrevor dans l'État de Victoria, le Topaz a toujours été destiné à être un houblon à alpha élevé. Résultat d'un mélange entre une variété australienne à haute teneur en alpha et un mâle britannique provenant du Wye College en Angleterre, Topaz est un mélange unique de saveurs et d'arômes australiens et européens. Topaz était initialement utilisé comme houblon amérisant, mais à la fin des années 2000, l'expérimentation accrue de la variété a permis de découvrir sa valeur intense en tant qu'ajout tardif. Il présente des notes résineuses et herbacées lorsqu'il est houblonné à sec, et son profil fruité brille vraiment lorsqu'il est utilisé dans des recettes à gravité élevée.",13.7,17.7,6.4,7.9,Aromatique,,1.7 - 2.2,47 - 50,,,,agrumes; herbeux; resineux
Tradition,tradition,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3bc79651f3085c57f02c8,false,true,Tue May 18 2021 13:09:13 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:08:42 GMT+0000 (Coordinated Universal Time),,"Hallertau Tradition est un houblon aromatique fin élevé par Hüll, issu de Hallertau Mittelfrüher, Hallertauer Gold et Saaz. Sélectionné spécifiquement pour sa résistance aux champignons et aux maladies, il a réussi dans cet effort et se caractérise également par des acides alpha plus élevés que ses variétés parentes, une faible cohumulone et un myrcène plus élevé. Elle a été mise en circulation pour la production commerciale en 1989. Son profil d'huile contribue à un caractère merveilleusement terreux et herbeux au-dessus d'un nez de fruits de nectar. Il est utilisé de préférence en fin d'ébullition, ou pour un houblonnage sec. Cette utilisation est préférentielle car on a constaté que sa teneur en humulène se dissipe rapidement lorsqu'elle est chauffée.",4,7,3,6,Aromatique,Bonne : 65,0.5 - 1.0,,,,,herbeux; epice; floral; lavande; amertume-b
Triple Pearl,triple-pearl,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7707c231231bea33e47,false,true,Tue May 18 2021 12:47:44 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:04:26 GMT+0000 (Coordinated Universal Time),,"Commercialisé en 2012 par la Hop Breeding Company, LLC, le houblon Mosaic présente des caractéristiques gustatives complexes mais nettes et est connu pour son profil à triple usage englobant l'amertume, la saveur et l'arôme. Il a une teneur élevée en acides alpha mais une faible teneur en cohumulone, ce qui le rend agréablement houblonné, avec des saveurs de mangue, de pin, d'agrumes et d'herbes et des arômes de fruits tropicaux et de fruits à noyau. La Mosaic est la première fille de la Simcoe et de la Nugget et a été qualifiée avec humour par certains de ""Citra sur stéroïdes"".",10.3,11.2,3.3,4.2,Double usage,,1.1 - 1.8,21 - 25,,,,agrumes; epice; resineux
